Título;Enlace;Fecha;Primeros_Párrafos
Una jove pateix una violació grupal en ple carrer al centre de València;https://www.elperiodico.cat/ca/successos/20220702/tres-homes-violen-jove-assaltar-la-13987067;02/07/2022;LaPolicia Nacionalinvestiga laviolació grupal a unajove de 26 anysque va ser abordada pertres desconeguts de matinada en un cèntric carrer deValència el 18 de juny. Els assaltants la vanagredir sexualmentsobre el capó d’un cotxe mentrela víctima demanava ajuda, però ningú va sentir els seus crits d’auxili. Segons va denunciar l’agredida aquell matí, tot just sortir de l’hospital, dos dels agressorsla van subjectar per la forçamentre el tercer la penetrava, tot i que a causa de l’estat de xoc en el qual es trobava i que l’havien posat contra el capó,no sap si la va violar un o més d’un, com avançaLevant-EMV, diari de Prensa Ibérica, el grup editorial al qual pertany aquest mitjà.
Entre 12 i 17 anys de presó per a un capellà i tres monges lusitans per esclavitzar novícies;https://www.elperiodico.cat/ca/successos/20220701/12-17-anys-preso-capella-13983302;01/07/2022;Un sacerdot i tres monges han sigut avuicondemnats a penes de presó d’entre 12 i 17 anysa Vila Nova de Famalicao, al nord de Portugal, peresclavitzar novícies, unes de les quals va acabar suïcidant-se.
La policia va evitar un assalt al Museu del Prado contra la cimera de l’OTAN;https://www.elperiodico.cat/ca/successos/20220701/policia-va-evitar-assalt-museu-del-prado-otan-13977973;01/07/2022;La Policia Nacional va evitar, abans que passés, la que anava a ser l’acció més important contra la cimera de l’OTAN. Activistes del grupXR (Extinction Rebellion)iJoventut pel Climapretenien entrar al Museu del Prado i protagonitzar una acció de protesta per la reunió de l’aliança polític militar a Madrid.
Detingut un menor de 16 anys a Valladolid per matar la seva mare;https://www.elperiodico.cat/ca/successos/20220630/mor-dona-50-anys-agredida-13976362;30/06/2022;Un menor de 16 anys ha sigut detingut aquest dijous perassassinar la seva mare, de 50 anys, al domicili on vivien a Valladolid, segons han informat a Efe fonts de la investigació.
Els Mossos es preparen per a un estiu de repunt delinqüencial;https://www.elperiodico.cat/ca/successos/20220630/mossos-preparen-estiu-repunt-delinquencial-barcelona-13973022;30/06/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
El Tribunal Suprem arxiva definitivament el cas per l’assassinat de Pedro Álvarez el 1992;https://www.elperiodico.cat/ca/hospitalet/20220630/tribunal-suprem-arxiva-cas-pedro-alvarez-assassinat-hospitalet-13972214;30/06/2022;ElTribunal Supremharebutjat el recurs de cassaciópresentat per la família dePedro Álvarez, el joveassassinat a l’Hospitalet de Llobregat(Barcelonès) el 1992, cosa que suposal’arxivament definitiu del cas.
La Policia Local de Sant Feliu de Llobregat evita un crim masclista a París;https://www.elperiodico.cat/ca/successos/20220630/leticia-sant-feliu-de-llobregat-crim-masclista-francia-paris-13967991;30/06/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Detingut per apunyalar greument la seva sogra a Badia del Vallès;https://www.elperiodico.cat/ca/successos/20220629/detingut-apunyalar-greument-sogra-badia-13967261;29/06/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
El violador per submissió química no és un desconegut amb l’escopolamina;https://www.elperiodico.cat/ca/successos/20220629/violadors-discoteca-escopolamina-submissio-quimica-13966710;29/06/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Els Mossos d’Esquadra investiguen la mort d’un home en un pis de l’Hospitalet;https://www.elperiodico.cat/ca/hospitalet/20220629/mossos-investiguen-mort-pis-hospitalet-13965393;29/06/2022;ElsMossos d’Esquadrainvestiguen lamort d’un home en un pis de l’Hospitalet de Llobregat(Barcelonès). Fonts policials expliquen que, a l’espera de l’autòpsia, la causa de la mort apunta una sobredosi.
Un grup de joves arrenquen mobiliari urbà, s’enfilen a cotxes i els destrossen a Palafrugell;https://www.elperiodico.cat/ca/successos/20220629/jovenes-salta-cotxes-calella-palafrugell-arrenca-mobiliari-urba-13960058;29/06/2022;Unvídeoen què apareix un grup dejovesfentdestrossesal mobiliari urbà ivehiclesaparcats aCalella de Palafrugell(Baix Empordà, Girona) s’ha fet viral a les xarxes socials. Els fets són d’aquestdiumenge passatde matinada i estan localitzats alpasseig de la Torre de Calella.
Alejandro Palomas: «Les víctimes de Linares omplirien una nau industrial»;https://www.elperiodico.cat/ca/successos/20220629/coloms-la-surt-li-linares-abusos-sexuals-prescripcio-13957744;29/06/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Una denúncia no prescrita reactiva l’acció judicial contra el pederasta Linares;https://www.elperiodico.cat/ca/successos/20220629/denuncia-la-surt-li-alejandro-coloms-abusos-sexuals-linares-premia-13956241;29/06/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Detingut un camioner ebri, drogat i sense carnet a Tarragona;https://www.elperiodico.cat/ca/successos/20220628/detingut-camioner-ebri-drogat-carnet-13956570;28/06/2022;Els Mossos d’Esquadra van detenir aquest divendres uncamioner de 29 anys per conduir ebri, drogat, amb el carnet suspèsi que transportavamercaderia perillosaa Constantí (Tarragona).
Els Mossos investiguen una baralla amb dos ferits en una discoteca de Deltebre;https://www.elperiodico.cat/ca/successos/20220627/mossos-investiguen-baralla-ferits-discoteca-deltebre-13948117;27/06/2022;Els Mossos d’Esquadrainvestiguen una baralla en una discoteca de Deltebre(el Baix Ebre, Tarragona) en quèdues persones van resultar ferides. Els fets es van produir divendres passat a la matinada, durant lacelebració de la revetlla de Sant Joan, a l’interior del local d’oci.
Gairebé 300 dones denuncien abusos sexuals sota sedació a Catalunya;https://www.elperiodico.cat/ca/successos/20220627/violencia-sexual-dones-sedacio-mossos-oci-nocturn-13946565;27/06/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències
Desmantellat un punt de venda de droga en l’Hospitalet amb cocaïna per valor de 27.000 euros;https://www.elperiodico.cat/ca/hospitalet/20220627/video-desmantellat-punt-venda-droga-hospitalet-13944855;27/06/2022;ElsMossos d’Esquadrahan desmantellat unpunt de venda de droguesen unpis del barri de Pubilla Cases de l’Hospitalet de Llobregat(Barcelonès). Segons ha fet públic la policia catalana, el 22 de juny van detenir, juntament amb la Guàrdia Urbana de la localitat, un home de 31 anys com apresumpte autor d’un delicte contra la salut públicai van desarticular un punt de venda d’estupefaents que havia instal·lat al seu domicili.
Presó provisional per a l’home que va intentar cremar dos sensesostre a Barcelona;https://www.elperiodico.cat/ca/successos/20220627/prision-provisional-home-cremar-sensesostre-barcelona-revetlla-sant-joan-13944833;27/06/2022;L’intent de cremar viva una parella sense llar per Sant Joan s’allunya del crim per odi
Detingudes cinc persones per presumpte tràfic de drogues a Barcelona i Badalona;https://www.elperiodico.cat/ca/badalona/20220627/detingudes-cinc-persones-suposit-trafico-13940112;27/06/2022;ElsMossos d’Esquadrai laGuàrdia Urbana de Barcelonavan detenir el maig passatcinc persones per presumpte tràfic de droguesal districte barceloní de Sant Andreu i a Badalona (Barcelonès), segons van explicar en un comunicat aquest diumenge. Els agents van identificar diverses persones que es dedicaven a distribuir les drogues des d’un bar del barri de la Trinitat Vella, i també van detectar altres vivendes que funcionaven com a punts de venda, distribució i emmagatzematge.
Un avi mor ofegat en un pou de Lloret de Mar a l’intentar socórrer el seu gos;https://www.elperiodico.cat/ca/successos/20220626/avi-gos-ofegats-pou-lloret-de-mar-girona-cataluna-13939584;26/06/2022;Un home de 84 anys i el seu gos han sigut trobats ofegats a l’interior d’un pou deLloret de Mar(Girona). ElsMossos d’Esquadratreballen amb la hipòtesi que la víctima va caure a l’aigua a l’intentar socórrer l’animal.
Enterrat el jove apunyalat per defensar una menor de la seva exparella a Jaén;https://www.elperiodico.cat/ca/successos/20220625/enterrat-jove-assassinat-defensar-menor-exparella-jaen-13930291;25/06/2022;Eljove de 22 anys que va morir després de ser apunyalat a Andújar (Jaén)mirant de defensar una menor, exparella del presumpte autor dels fets,ha sigut enterrataquest dissabte al seu poble natal, Moreruela de los Infanzones, a la província de Zamora.
Trobades 3.000 bombones de butà a Barcelona que havien de ser enviades a Nigèria com articles de luxe;https://www.elperiodico.cat/ca/successos/20220625/bombones-buta-descampat-nigeria-montcada-barcelona-13934799;25/06/2022;ElsMossos d’Esquadrahan desmantellat un magatzem de gestió deresidus il·legalon hi havia2.919 bombones de butàguardades «sense cap mesura de seguretat» aMontcada i Reixac(Barcelona). La policia catalana ha informat aquest dissabte que tres persones estan imputades per apropiació indeguda i que tenien la intenció d’enviar les bombones aNigèriacomarticles de luxe.
Una parella mor ofegada a Lloret de Mar;https://www.elperiodico.cat/ca/successos/20220624/mor-ofegada-parella-lloret-mar-13931341;24/06/2022;Unaparella d’entre 50 i 60 anys ha mortofegada aquest divendres aLloret de Mar(Girona), han informat a Efe fonts pròximes al cas.
Dos individus maten un home a punyalades a Barcelona i fugen;https://www.elperiodico.cat/ca/successos/20220624/homes-maten-barcelona-punyalada-carrer-lleida-13926959;24/06/2022;Duespersones han matat aquesta nit a punyaladesunhome de 41 anys al carrer Lleida de Barcelonai posteriorment han fugit, segons ha informat el tinent d’alcalde de Seguretat, Albert Batlle.
Rescatat en estat crític un jove de 19 anys a la platja dels Pescadors de Badalona;https://www.elperiodico.cat/ca/successos/20220623/rescatat-critic-jove-19-anys-badalona-platja-13924497;23/06/2022;Un jove de19 anys ha sigut rescatat de l’aiguaen estat crític a la platja dels Pescadors de Badalona aquest dijous al vespre, segons ha explicat a l’ACN el Sistema d’Emergències Mèdiques (SEM).
Mor un treballador de 33 anys atrapat per una màquina a Mollerussa;https://www.elperiodico.cat/ca/successos/20220622/mor-treballador-mollerusa-fabrica-fruites-13916154;22/06/2022;Un treballador de 33 anys d’una empresa de fruita de Mollerussa (Lleida) ha perdut la vida aquesta tarda al quedar atrapat en una màquina.
Presó per a dos joves per violar dues nenes de 13 anys a Olot;https://www.elperiodico.cat/ca/successos/20220622/preso-joves-olot-agressio-sexual-13913782;22/06/2022;El Jutjat de Primera Instància i Instrucció número 2 d’Olot (Girona) ha decretat presó provisional comunicada i sense fiança per a dos veïns de 22 i 23 anys de la localitat detinguts diumenge passat per agredir sexualmentdues menors de 13 anysen un domicili de la ciutat.
L’«absolutament excepcional» història de l’home que fa més de dos anys que és a l’uci;https://www.elperiodico.cat/ca/successos/20220622/historia-gijones-hospital-uci-record-13912222;22/06/2022;Unseptuagenari de Gijón es manté des de fa una mica més de dos anys hospitalitzat en la unitat de cures intensives(uci) de l’hospital de Cabueñes(Gijón) per unasíndrome autoimmunede la qual no aconsegueix recuperar-se. El seu cas,«absolutament excepcional»segons el personal, té en suspens el complex habitant de Gijón, que creu que està davant un dels«rècords»d’estada en uci de la sanitat asturiana i de l’espanyola.
Els punters, els ‘riders’ de la marihuana, són el nou malson de la Policia;https://www.elperiodico.cat/ca/successos/20220622/punters-riders-marihuana-son-nova-13902366;22/06/2022;A l’embocar l’entrada al barri de Sant Roc (Badalona), el copilot adverteix el conductor delCitroën C4 Picasso: «No et fiquis per aquí, que de vegades s’hi posa la policia a fer controls de trànsit. Dona la volta i entra per darrere que és més segur». El conductor obeeix pel que li va. Cal evitar els agents. Al maleter del vehicle porta una bossa blanca amb 4,5 quilos de marihuana, desposseïda de fulles, tallada i a punt per ser venuda.
Un famós ‘dj’ d’Eivissa, acusat a les xarxes d’haver drogat i violat una dona;https://www.elperiodico.cat/ca/successos/20220622/dj-ibiza-acusat-violar-drogar-dona-13909757;22/06/2022;«Guy Gerber em va violar». És la denúncia, a les xarxes socials, d’una dona de 37 anys, resident a Eivissa, que acusa el famós‘dj’ israeliàde drogar-la mitjançantsubmissió químicaper desprésagredir-la sexualmentdurant una festa celebrada el 2013.
